order_id,customer_id,product_id,order_date,quantity,category,price,total_amount
1129,250,17,12/28/2023,1,Audio,29,29
1130,875,39,3/18/2023,3,Accessories,135,405
1131,441,25,5/7/2023,4,Electronics,254,1016
1132,533,5,7/16/2023,3,Audio,376,1128
1133,196,5,8/9/2023,2,Audio,376,752
1134,690,20,4/1/2023,2,Audio,10,20
1135,929,16,1/8/2023,4,Audio,302,1208
1136,987,41,2/1/2023,3,Gaming,226,678
1137,519,37,11/16/2023,2,Electronics,260,520
1138,70,40,9/26/2023,3,Gaming,491,1473
1139,639,9,7/10/2023,2,Electronics,260,520
1140,399,5,12/15/2023,1,Audio,376,376
1141,978,42,6/12/2023,1,Electronics,315,315
1142,672,2,3/2/2023,4,Electronics,53,212
1143,760,9,9/21/2023,4,Electronics,260,1040
1144,203,43,10/12/2023,3,Audio,294,882
1145,148,36,4/5/2023,4,Electronics,225,900
1146,472,22,2/10/2023,3,Accessories,44,132
1147,655,22,5/29/2023,1,Accessories,44,44
1148,944,22,7/23/2023,1,Accessories,44,44
1149,199,34,9/24/2023,2,Audio,190,380
1150,917,29,1/2/2023,3,Electronics,188,564
1151,426,38,6/27/2023,1,Gaming,308,308
1152,666,46,7/13/2023,1,Electronics,232,232
1153,492,33,12/2/2023,3,Gaming,285,855
1154,888,18,7/15/2023,2,Audio,291,582
1155,896,7,12/9/2023,2,Electronics,399,798
1156,142,1,9/6/2023,2,Electronics,129,258
1157,313,33,7/31/2023,2,Gaming,285,570
1158,165,1,6/2/2023,1,Electronics,129,129
1159,314,24,6/7/2023,3,Accessories,494,1482
1160,21,4,12/28/2023,3,Accessories,165,495
1161,82,4,5/19/2023,1,Accessories,165,165
1162,581,18,8/9/2023,1,Audio,291,291
1163,131,27,9/30/2023,1,Gaming,334,334
1164,599,43,6/3/2023,4,Audio,294,1176
1165,730,32,9/6/2023,3,Gaming,499,1497
1166,933,33,10/6/2023,3,Gaming,285,855
1167,984,28,10/31/2023,3,Accessories,170,510
1168,305,42,10/3/2023,2,Electronics,315,630
1169,915,41,1/2/2023,1,Gaming,226,226
1170,371,36,3/29/2023,1,Electronics,225,225
1171,857,6,10/14/2023,1,Electronics,216,216
1172,853,16,5/10/2023,4,Audio,302,1208
1173,384,34,3/19/2023,3,Audio,190,570
1174,908,23,9/17/2023,1,Gaming,207,207
1175,445,50,8/29/2023,4,Electronics,416,1664
1176,425,42,5/21/2023,1,Electronics,315,315
1177,161,24,8/16/2023,2,Accessories,494,988
1178,178,49,6/12/2023,3,Electronics,187,561
1179,629,13,8/24/2023,4,Gaming,343,1372
1180,708,18,5/8/2023,1,Audio,291,291
1181,895,13,7/19/2023,3,Gaming,343,1029
1182,490,49,1/31/2023,4,Electronics,187,748
1183,327,37,5/18/2023,3,Electronics,260,780
1184,598,43,1/21/2023,3,Audio,294,882
1185,289,39,8/22/2023,2,Accessories,135,270
1186,593,42,7/21/2023,3,Electronics,315,945
1187,664,17,10/6/2023,4,Audio,29,116
1188,573,15,5/11/2023,3,Audio,466,1398
1189,573,18,5/28/2023,4,Audio,291,1164
1190,354,23,1/29/2023,3,Gaming,207,621
1191,28,30,12/27/2023,1,Electronics,215,215
1192,954,34,11/4/2023,2,Audio,190,380
1193,43,4,6/11/2023,1,Accessories,165,165
1194,681,3,12/23/2023,2,Gaming,321,642
1195,423,7,12/6/2023,4,Electronics,399,1596
1196,598,18,3/2/2023,2,Audio,291,582
1197,177,42,5/5/2023,3,Electronics,315,945
1198,529,7,3/12/2023,3,Electronics,399,1197
1199,610,40,11/22/2023,1,Gaming,491,491
1200,966,6,12/30/2023,2,Electronics,216,432
1201,494,22,8/31/2023,4,Accessories,44,176
1202,198,1,9/6/2023,4,Electronics,129,516
1203,610,4,8/9/2023,3,Accessories,165,495
1204,577,46,1/21/2023,4,Electronics,232,928
1205,842,49,3/23/2023,3,Electronics,187,561
1206,853,50,12/10/2023,3,Electronics,416,1248
1207,517,43,1/10/2023,3,Audio,294,882
1208,514,29,1/12/2023,1,Electronics,188,188
1209,22,21,9/20/2023,1,Accessories,128,128
1210,112,26,5/25/2023,3,Accessories,68,204
1211,57,14,7/11/2023,3,Electronics,139,417
1212,66,9,9/7/2023,3,Electronics,260,780
1213,842,47,4/24/2023,4,Gaming,193,772
1214,98,12,1/26/2023,3,Gaming,379,1137
1215,144,42,9/28/2023,3,Electronics,315,945
1216,880,6,2/2/2023,2,Electronics,216,432
1217,435,20,3/3/2023,2,Audio,10,20
1218,637,24,8/17/2023,2,Accessories,494,988
1219,679,27,10/30/2023,2,Gaming,334,668
1220,86,38,4/5/2023,3,Gaming,308,924
1221,588,8,2/4/2023,2,Audio,117,234
1222,344,1,7/12/2023,4,Electronics,129,516
1223,936,49,3/17/2023,4,Electronics,187,748
1224,294,49,9/6/2023,2,Electronics,187,374
1225,956,24,3/24/2023,1,Accessories,494,494
1226,571,47,1/25/2023,4,Gaming,193,772
1227,650,7,2/26/2023,4,Electronics,399,1596
1228,611,19,2/1/2023,2,Accessories,294,588
1229,704,22,11/15/2023,2,Accessories,44,88
1230,243,35,1/12/2023,3,Gaming,251,753
1231,831,30,11/15/2023,4,Electronics,215,860
1232,561,29,11/29/2023,2,Electronics,188,376
1233,960,22,4/2/2023,2,Accessories,44,88
1234,32,11,1/1/2023,3,Gaming,413,1239
1235,391,20,11/22/2023,4,Audio,10,40
1236,277,29,5/16/2023,2,Electronics,188,376
1237,532,41,7/15/2023,3,Gaming,226,678
1238,154,42,5/13/2023,2,Electronics,315,630
1239,383,34,3/27/2023,1,Audio,190,190
1240,68,1,10/22/2023,1,Electronics,129,129
1241,878,31,10/6/2023,2,Electronics,21,42
1242,884,30,11/20/2023,4,Electronics,215,860
1243,214,48,6/29/2023,1,Electronics,436,436
1244,655,18,1/4/2023,3,Audio,291,873
1245,376,17,5/6/2023,2,Audio,29,58
1246,744,38,6/24/2023,3,Gaming,308,924
1247,213,14,9/8/2023,1,Electronics,139,139
1248,79,23,1/21/2023,4,Gaming,207,828
1249,726,25,4/15/2023,3,Electronics,254,762
1250,628,15,3/7/2023,1,Audio,466,466
1251,604,46,9/20/2023,1,Electronics,232,232
1252,782,22,2/18/2023,1,Accessories,44,44
1253,923,3,1/16/2023,3,Gaming,321,963
1254,381,19,5/25/2023,1,Accessories,294,294
1255,680,44,12/6/2023,2,Electronics,194,388
1256,58,34,9/7/2023,1,Audio,190,190
1257,796,35,12/9/2023,2,Gaming,251,502
1258,26,50,12/20/2023,4,Electronics,416,1664
1259,881,1,3/16/2023,2,Electronics,129,258
1260,447,21,10/17/2023,4,Accessories,128,512
1261,66,29,10/9/2023,4,Electronics,188,752
1262,921,6,3/7/2023,2,Electronics,216,432
1263,760,37,5/5/2023,4,Electronics,260,1040
1264,254,1,11/15/2023,2,Electronics,129,258
1265,899,1,3/28/2023,3,Electronics,129,387
1266,968,27,2/10/2023,4,Gaming,334,1336
1267,44,21,7/5/2023,2,Accessories,128,256
1268,97,16,12/20/2023,4,Audio,302,1208
1269,554,44,12/1/2023,1,Electronics,194,194
1270,227,40,9/23/2023,2,Gaming,491,982
1271,774,26,9/28/2023,1,Accessories,68,68
1272,679,16,2/11/2023,4,Audio,302,1208
1273,436,28,4/3/2023,4,Accessories,170,680
1274,791,1,7/4/2023,3,Electronics,129,387
1275,601,36,8/3/2023,2,Electronics,225,450
1276,379,10,1/17/2023,1,Gaming,454,454
1277,178,43,9/22/2023,3,Audio,294,882
1278,427,17,4/24/2023,4,Audio,29,116
1279,915,23,10/19/2023,4,Gaming,207,828
1280,709,7,10/19/2023,3,Electronics,399,1197
1281,307,44,2/17/2023,1,Electronics,194,194
1282,779,7,11/3/2023,4,Electronics,399,1596
1283,504,44,4/7/2023,4,Electronics,194,776
1284,268,15,4/5/2023,2,Audio,466,932
1285,586,34,11/22/2023,3,Audio,190,570
1286,8,46,3/15/2023,4,Electronics,232,928
1287,920,45,12/2/2023,1,Audio,48,48
1288,508,4,3/9/2023,2,Accessories,165,330
1289,476,14,9/3/2023,3,Electronics,139,417
1290,297,14,3/18/2023,1,Electronics,139,139
1291,164,16,7/27/2023,4,Audio,302,1208
1292,485,7,9/11/2023,3,Electronics,399,1197
1293,597,32,8/9/2023,3,Gaming,499,1497
1294,72,19,9/19/2023,1,Accessories,294,294
1295,567,2,11/27/2023,3,Electronics,53,159
1296,905,10,12/10/2023,1,Gaming,454,454
1297,559,50,9/16/2023,4,Electronics,416,1664
1298,911,17,11/4/2023,2,Audio,29,58
1299,944,37,3/15/2023,1,Electronics,260,260
1300,238,12,5/5/2023,2,Gaming,379,758
1301,104,6,7/7/2023,3,Electronics,216,648
1302,210,22,9/11/2023,1,Accessories,44,44
1303,554,32,11/17/2023,4,Gaming,499,1996
1304,828,41,11/4/2023,1,Gaming,226,226
1305,468,20,8/23/2023,1,Audio,10,10
1306,454,1,9/7/2023,1,Electronics,129,129
1307,268,47,11/28/2023,2,Gaming,193,386
1308,386,6,12/11/2023,2,Electronics,216,432
1309,775,19,3/13/2023,3,Accessories,294,882
1310,848,18,8/23/2023,3,Audio,291,873
1311,387,6,11/20/2023,3,Electronics,216,648
1312,877,45,6/5/2023,3,Audio,48,144
1313,259,33,4/25/2023,1,Gaming,285,285
1314,283,23,11/9/2023,2,Gaming,207,414
1315,626,23,8/16/2023,2,Gaming,207,414
1316,875,26,11/18/2023,2,Accessories,68,136
1317,40,13,12/12/2023,2,Gaming,343,686
1318,486,7,9/2/2023,3,Electronics,399,1197
1319,929,15,11/2/2023,1,Audio,466,466
1320,220,44,1/14/2023,2,Electronics,194,388
1321,129,27,1/16/2023,4,Gaming,334,1336
1322,520,26,2/11/2023,1,Accessories,68,68
1323,613,33,4/20/2023,4,Gaming,285,1140
1324,928,15,10/5/2023,1,Audio,466,466
1325,892,36,11/20/2023,1,Electronics,225,225
1326,688,45,1/19/2023,1,Audio,48,48
1327,619,27,3/7/2023,4,Gaming,334,1336
1328,613,5,6/16/2023,2,Audio,376,752
1329,260,2,3/14/2023,2,Electronics,53,106
1330,990,33,11/6/2023,4,Gaming,285,1140
1331,966,16,4/22/2023,2,Audio,302,604
1332,366,23,10/1/2023,3,Gaming,207,621
1333,758,38,3/26/2023,2,Gaming,308,616
1334,787,16,5/19/2023,3,Audio,302,906
1335,544,14,2/8/2023,3,Electronics,139,417
1336,649,29,4/15/2023,3,Electronics,188,564
1337,524,26,11/20/2023,4,Accessories,68,272
1338,907,35,10/8/2023,2,Gaming,251,502
1339,814,15,5/3/2023,2,Audio,466,932
1340,887,3,8/6/2023,4,Gaming,321,1284
1341,16,23,3/2/2023,4,Gaming,207,828
1342,129,29,4/10/2023,2,Electronics,188,376
1343,575,34,11/3/2023,4,Audio,190,760
1344,109,33,12/20/2023,4,Gaming,285,1140
1345,887,41,7/23/2023,3,Gaming,226,678
1346,533,41,9/15/2023,4,Gaming,226,904
1347,670,23,1/5/2023,3,Gaming,207,621
1348,269,7,7/16/2023,1,Electronics,399,399
1349,162,3,6/29/2023,3,Gaming,321,963
1350,260,32,12/8/2023,3,Gaming,499,1497
1351,924,31,5/13/2023,4,Electronics,21,84
1352,102,18,11/20/2023,2,Audio,291,582
1353,506,43,9/10/2023,1,Audio,294,294
1354,735,7,9/22/2023,1,Electronics,399,399
1355,571,41,4/3/2023,1,Gaming,226,226
1356,247,1,5/30/2023,2,Electronics,129,258
1357,640,14,5/18/2023,1,Electronics,139,139
1358,795,32,7/27/2023,1,Gaming,499,499
1359,837,6,5/5/2023,2,Electronics,216,432
1360,537,39,8/22/2023,1,Accessories,135,135
1361,131,10,3/2/2023,4,Gaming,454,1816
1362,353,7,11/3/2023,4,Electronics,399,1596
1363,196,26,9/23/2023,3,Accessories,68,204
1364,793,34,5/14/2023,3,Audio,190,570
1365,916,30,11/14/2023,3,Electronics,215,645
1366,930,36,4/23/2023,4,Electronics,225,900
1367,666,21,7/10/2023,4,Accessories,128,512
1368,382,17,7/6/2023,4,Audio,29,116
1369,645,33,11/15/2023,3,Gaming,285,855
1370,227,10,3/30/2023,3,Gaming,454,1362
1371,701,47,7/6/2023,3,Gaming,193,579
1372,476,42,11/3/2023,3,Electronics,315,945
1373,477,12,5/12/2023,3,Gaming,379,1137
1374,265,16,12/26/2023,3,Audio,302,906
1375,372,41,5/3/2023,4,Gaming,226,904
1376,486,32,2/17/2023,2,Gaming,499,998
1377,434,15,10/15/2023,2,Audio,466,932
1378,646,27,6/28/2023,3,Gaming,334,1002
1379,211,28,6/29/2023,2,Accessories,170,340
1380,572,17,4/9/2023,2,Audio,29,58
1381,940,46,11/26/2023,4,Electronics,232,928
1382,377,50,2/3/2023,3,Electronics,416,1248
1383,395,2,3/11/2023,3,Electronics,53,159
1384,450,36,6/20/2023,2,Electronics,225,450
1385,943,50,9/29/2023,3,Electronics,416,1248
1386,364,7,2/28/2023,3,Electronics,399,1197
1387,876,13,6/30/2023,3,Gaming,343,1029
1388,457,15,1/19/2023,3,Audio,466,1398
1389,725,25,8/14/2023,2,Electronics,254,508
1390,728,23,4/5/2023,1,Gaming,207,207
1391,226,22,10/24/2023,2,Accessories,44,88
1392,982,26,3/22/2023,4,Accessories,68,272
1393,131,33,6/24/2023,1,Gaming,285,285
1394,588,11,8/10/2023,1,Gaming,413,413
1395,476,10,4/13/2023,1,Gaming,454,454
1396,798,25,2/23/2023,2,Electronics,254,508
1397,986,37,7/2/2023,4,Electronics,260,1040
1398,277,48,12/17/2023,2,Electronics,436,872
1399,156,43,11/14/2023,4,Audio,294,1176
1400,760,38,12/21/2023,2,Gaming,308,616
1401,218,41,12/15/2023,2,Gaming,226,452
1402,190,45,11/17/2023,2,Audio,48,96
1403,417,24,3/9/2023,1,Accessories,494,494
1404,981,40,1/28/2023,2,Gaming,491,982
1405,675,46,10/1/2023,4,Electronics,232,928
1406,692,33,10/9/2023,4,Gaming,285,1140
1407,546,17,12/26/2023,4,Audio,29,116
1408,41,24,11/7/2023,1,Accessories,494,494
1409,307,37,4/29/2023,2,Electronics,260,520
1410,943,2,5/14/2023,2,Electronics,53,106
1411,338,32,5/9/2023,3,Gaming,499,1497
1412,314,24,1/8/2023,1,Accessories,494,494
1413,75,9,2/20/2023,4,Electronics,260,1040
1414,953,4,12/7/2023,4,Accessories,165,660
1415,279,17,10/8/2023,2,Audio,29,58
1416,176,17,6/24/2023,4,Audio,29,116
1417,896,50,7/2/2023,2,Electronics,416,832
1418,662,48,7/11/2023,2,Electronics,436,872
1419,273,30,9/6/2023,3,Electronics,215,645
1420,837,40,8/23/2023,1,Gaming,491,491
1421,620,11,3/24/2023,2,Gaming,413,826
1422,651,21,4/3/2023,2,Accessories,128,256
1423,862,21,11/8/2023,2,Accessories,128,256
1424,783,18,9/25/2023,3,Audio,291,873
1425,859,29,4/30/2023,2,Electronics,188,376
1426,931,24,3/12/2023,1,Accessories,494,494
1427,289,10,1/17/2023,1,Gaming,454,454
1428,724,45,9/10/2023,4,Audio,48,192
1429,893,17,5/2/2023,1,Audio,29,29
1430,272,18,1/10/2023,4,Audio,291,1164
1431,930,42,10/14/2023,1,Electronics,315,315
1432,66,48,11/12/2023,4,Electronics,436,1744
1433,483,20,11/22/2023,2,Audio,10,20
1434,936,37,9/30/2023,3,Electronics,260,780
1435,248,45,11/2/2023,3,Audio,48,144
1436,156,18,10/20/2023,3,Audio,291,873
1437,47,17,7/29/2023,2,Audio,29,58
1438,935,9,8/6/2023,3,Electronics,260,780
1439,454,14,8/29/2023,1,Electronics,139,139
1440,201,49,7/19/2023,4,Electronics,187,748
1441,660,29,8/4/2023,2,Electronics,188,376
1442,124,31,7/24/2023,3,Electronics,21,63
1443,1,4,8/4/2023,1,Accessories,165,165
1444,968,18,3/21/2023,1,Audio,291,291
1445,759,20,9/24/2023,2,Audio,10,20
1446,855,47,2/4/2023,2,Gaming,193,386
1447,640,43,10/16/2023,3,Audio,294,882
1448,191,44,1/18/2023,4,Electronics,194,776
1449,579,9,6/14/2023,3,Electronics,260,780
1450,516,13,1/13/2023,3,Gaming,343,1029
1451,442,15,7/21/2023,2,Audio,466,932
1452,921,27,8/17/2023,3,Gaming,334,1002
1453,815,15,12/12/2023,3,Audio,466,1398
1454,806,28,1/1/2023,4,Accessories,170,680
1455,143,37,11/15/2023,1,Electronics,260,260
1456,191,19,8/5/2023,1,Accessories,294,294
1457,533,26,2/3/2023,4,Accessories,68,272
1458,227,26,12/25/2023,1,Accessories,68,68
1459,313,25,9/23/2023,3,Electronics,254,762
1460,629,26,5/8/2023,4,Accessories,68,272
1461,949,26,7/31/2023,4,Accessories,68,272
1462,302,46,9/20/2023,2,Electronics,232,464
1463,654,28,11/8/2023,1,Accessories,170,170
1464,996,49,3/21/2023,2,Electronics,187,374
1465,460,18,6/14/2023,3,Audio,291,873
1466,401,32,9/9/2023,4,Gaming,499,1996
1467,551,3,1/12/2023,3,Gaming,321,963
1468,393,2,10/31/2023,1,Electronics,53,53
1469,867,33,7/31/2023,2,Gaming,285,570
1470,764,42,10/9/2023,1,Electronics,315,315
1471,845,19,4/22/2023,3,Accessories,294,882
1472,207,17,7/30/2023,2,Audio,29,58
1473,210,44,8/27/2023,1,Electronics,194,194
1474,115,33,9/25/2023,3,Gaming,285,855
1475,737,12,10/25/2023,1,Gaming,379,379
1476,646,49,11/13/2023,4,Electronics,187,748
1477,251,3,2/27/2023,2,Gaming,321,642
1478,219,43,2/3/2023,2,Audio,294,588
1479,407,49,9/20/2023,2,Electronics,187,374
1480,443,26,12/31/2023,4,Accessories,68,272
1481,603,35,2/4/2023,2,Gaming,251,502
1482,354,8,9/28/2023,4,Audio,117,468
1483,888,36,8/15/2023,2,Electronics,225,450
1484,558,7,1/25/2023,1,Electronics,399,399
1485,550,46,8/22/2023,1,Electronics,232,232
1486,142,46,2/28/2023,1,Electronics,232,232
1487,612,36,9/8/2023,1,Electronics,225,225
1488,501,16,12/1/2023,4,Audio,302,1208
1489,840,24,3/27/2023,3,Accessories,494,1482
1490,702,1,9/8/2023,3,Electronics,129,387
1491,547,49,6/29/2023,1,Electronics,187,187
1492,659,25,7/26/2023,3,Electronics,254,762
1493,542,10,12/10/2023,3,Gaming,454,1362
1494,846,16,5/29/2023,2,Audio,302,604
1495,507,16,3/12/2023,4,Audio,302,1208
1496,596,8,5/1/2023,1,Audio,117,117
1497,881,29,9/10/2023,3,Electronics,188,564
1498,281,39,4/3/2023,3,Accessories,135,405
1499,424,28,9/13/2023,1,Accessories,170,170
1500,856,6,9/11/2023,2,Electronics,216,432
1501,270,16,12/18/2023,1,Audio,302,302
1502,154,20,10/15/2023,2,Audio,10,20
1503,614,16,11/5/2023,3,Audio,302,906
1504,727,7,2/28/2023,4,Electronics,399,1596
1505,662,41,3/10/2023,2,Gaming,226,452
1506,944,14,3/27/2023,2,Electronics,139,278
1507,83,43,10/1/2023,1,Audio,294,294
1508,622,26,8/15/2023,3,Accessories,68,204
1509,947,26,3/22/2023,4,Accessories,68,272
1510,899,14,4/24/2023,1,Electronics,139,139
1511,426,7,7/3/2023,1,Electronics,399,399
1512,275,33,10/7/2023,4,Gaming,285,1140
1513,713,26,11/18/2023,3,Accessories,68,204
1514,284,45,11/14/2023,4,Audio,48,192
1515,980,20,2/23/2023,1,Audio,10,10
1516,173,3,7/16/2023,1,Gaming,321,321
1517,327,4,10/20/2023,2,Accessories,165,330
1518,718,26,10/20/2023,4,Accessories,68,272
1519,63,11,10/18/2023,4,Gaming,413,1652
1520,73,2,6/29/2023,4,Electronics,53,212
1521,763,14,8/10/2023,1,Electronics,139,139
1522,636,44,10/1/2023,3,Electronics,194,582
1523,375,30,9/1/2023,1,Electronics,215,215
1524,633,49,6/3/2023,2,Electronics,187,374
1525,508,12,10/31/2023,1,Gaming,379,379
1526,787,26,9/30/2023,1,Accessories,68,68
1527,943,44,5/15/2023,1,Electronics,194,194
1528,398,33,11/9/2023,2,Gaming,285,570
1529,120,13,1/8/2023,4,Gaming,343,1372
1530,934,14,5/8/2023,3,Electronics,139,417
1531,437,24,2/25/2023,3,Accessories,494,1482
1532,829,34,5/6/2023,2,Audio,190,380
1533,676,44,6/8/2023,4,Electronics,194,776
1534,936,26,2/28/2023,4,Accessories,68,272
1535,465,21,2/27/2023,2,Accessories,128,256
1536,286,28,5/20/2023,1,Accessories,170,170
1537,265,48,6/25/2023,4,Electronics,436,1744
1538,320,36,4/18/2023,3,Electronics,225,675
1539,673,40,7/30/2023,2,Gaming,491,982
1540,376,2,3/15/2023,3,Electronics,53,159
1541,820,42,6/16/2023,1,Electronics,315,315
1542,89,9,12/23/2023,2,Electronics,260,520
1543,654,23,10/31/2023,3,Gaming,207,621
1544,203,15,8/21/2023,3,Audio,466,1398
1545,821,13,11/23/2023,1,Gaming,343,343
1546,739,23,7/1/2023,2,Gaming,207,414
1547,955,17,5/2/2023,4,Audio,29,116
1548,334,48,11/30/2023,4,Electronics,436,1744
1549,222,2,7/22/2023,3,Electronics,53,159
1550,41,20,1/29/2023,1,Audio,10,10
1551,708,20,7/21/2023,3,Audio,10,30
1552,68,46,4/3/2023,1,Electronics,232,232
1553,988,3,11/25/2023,4,Gaming,321,1284
1554,776,12,12/22/2023,3,Gaming,379,1137
1555,514,40,6/25/2023,3,Gaming,491,1473
1556,873,2,11/26/2023,1,Electronics,53,53
1557,637,36,7/30/2023,2,Electronics,225,450
1558,622,14,7/3/2023,1,Electronics,139,139
1559,598,16,4/5/2023,2,Audio,302,604
1560,937,19,9/30/2023,4,Accessories,294,1176
1561,632,34,5/17/2023,3,Audio,190,570
1562,127,44,8/25/2023,3,Electronics,194,582
1563,255,46,12/19/2023,1,Electronics,232,232
1564,695,6,9/22/2023,1,Electronics,216,216
1565,16,13,5/15/2023,4,Gaming,343,1372
1566,477,36,5/24/2023,4,Electronics,225,900
1567,62,22,1/19/2023,2,Accessories,44,88
1568,881,18,8/19/2023,4,Audio,291,1164
1569,432,12,5/14/2023,4,Gaming,379,1516
1570,670,30,4/24/2023,4,Electronics,215,860
1571,268,40,5/19/2023,4,Gaming,491,1964
1572,35,7,5/5/2023,2,Electronics,399,798
1573,779,32,7/23/2023,4,Gaming,499,1996
1574,576,48,3/2/2023,2,Electronics,436,872
1575,494,19,9/7/2023,1,Accessories,294,294
1576,562,6,10/25/2023,3,Electronics,216,648
1577,469,20,1/13/2023,1,Audio,10,10
1578,767,27,9/12/2023,4,Gaming,334,1336
1579,661,43,3/26/2023,3,Audio,294,882
1580,325,37,1/20/2023,4,Electronics,260,1040
1581,304,48,2/19/2023,4,Electronics,436,1744
1582,276,7,6/13/2023,1,Electronics,399,399
1583,869,5,4/2/2023,4,Audio,376,1504
1584,963,11,3/29/2023,1,Gaming,413,413
1585,684,15,3/10/2023,4,Audio,466,1864
1586,929,3,2/6/2023,2,Gaming,321,642
1587,201,5,9/10/2023,3,Audio,376,1128
1588,445,23,9/9/2023,1,Gaming,207,207
1589,905,37,5/20/2023,1,Electronics,260,260
1590,324,9,12/21/2023,3,Electronics,260,780
1591,35,15,6/17/2023,1,Audio,466,466
1592,977,3,2/23/2023,3,Gaming,321,963
1593,482,29,6/27/2023,2,Electronics,188,376
1594,728,6,10/24/2023,4,Electronics,216,864
1595,480,17,10/28/2023,2,Audio,29,58
1596,65,26,12/25/2023,4,Accessories,68,272
1597,8,21,4/16/2023,3,Accessories,128,384
1598,301,8,5/17/2023,2,Audio,117,234
1599,343,21,7/9/2023,4,Accessories,128,512
1600,431,11,5/8/2023,3,Gaming,413,1239
1601,424,38,12/8/2023,4,Gaming,308,1232
1602,332,8,2/16/2023,1,Audio,117,117
1603,438,42,1/5/2023,1,Electronics,315,315
1604,588,24,9/14/2023,3,Accessories,494,1482
1605,174,35,10/27/2023,4,Gaming,251,1004
1606,559,14,5/30/2023,1,Electronics,139,139
1607,527,14,10/21/2023,2,Electronics,139,278
1608,873,10,8/31/2023,4,Gaming,454,1816
1609,659,12,10/2/2023,4,Gaming,379,1516
1610,26,38,7/27/2023,1,Gaming,308,308
1611,820,44,4/25/2023,1,Electronics,194,194
1612,605,46,7/14/2023,3,Electronics,232,696
1613,406,34,12/9/2023,4,Audio,190,760
1614,232,41,6/19/2023,2,Gaming,226,452
1615,533,10,3/23/2023,1,Gaming,454,454
1616,819,17,6/3/2023,4,Audio,29,116
1617,550,17,5/21/2023,1,Audio,29,29
1618,788,3,11/10/2023,3,Gaming,321,963
1619,505,31,5/26/2023,4,Electronics,21,84
1620,669,1,11/19/2023,4,Electronics,129,516
1621,179,12,5/2/2023,3,Gaming,379,1137
1622,132,39,9/9/2023,2,Accessories,135,270
1623,823,4,12/9/2023,1,Accessories,165,165
1624,455,42,11/7/2023,3,Electronics,315,945
1625,348,13,3/30/2023,4,Gaming,343,1372
1626,540,34,2/27/2023,3,Audio,190,570
1627,772,42,3/4/2023,4,Electronics,315,1260
1628,406,21,12/13/2023,3,Accessories,128,384
1629,76,22,11/4/2023,2,Accessories,44,88
1630,941,4,10/7/2023,4,Accessories,165,660
1631,579,18,3/13/2023,3,Audio,291,873
1632,854,5,1/9/2023,2,Audio,376,752
1633,492,19,4/4/2023,2,Accessories,294,588
1634,194,2,12/5/2023,1,Electronics,53,53
1635,984,12,12/2/2023,4,Gaming,379,1516
1636,162,17,6/1/2023,1,Audio,29,29
1637,347,10,12/22/2023,2,Gaming,454,908
1638,951,34,2/9/2023,1,Audio,190,190
1639,361,6,12/25/2023,1,Electronics,216,216
1640,769,8,3/3/2023,3,Audio,117,351
1641,584,11,9/11/2023,1,Gaming,413,413
1642,87,12,3/10/2023,2,Gaming,379,758
1643,934,9,9/2/2023,1,Electronics,260,260
1644,262,2,12/31/2023,4,Electronics,53,212
1645,214,8,6/19/2023,3,Audio,117,351
1646,665,11,6/27/2023,2,Gaming,413,826
1647,722,36,7/8/2023,1,Electronics,225,225
1648,913,10,9/17/2023,4,Gaming,454,1816
1649,573,21,3/13/2023,2,Accessories,128,256
1650,780,20,1/17/2023,1,Audio,10,10
1651,262,48,12/7/2023,3,Electronics,436,1308
1652,730,8,2/26/2023,1,Audio,117,117
1653,283,36,8/6/2023,2,Electronics,225,450
1654,648,29,4/17/2023,2,Electronics,188,376
1655,467,42,10/31/2023,2,Electronics,315,630
1656,380,12,6/22/2023,4,Gaming,379,1516
1657,362,14,8/7/2023,1,Electronics,139,139
1658,449,48,9/4/2023,1,Electronics,436,436
1659,441,50,8/6/2023,1,Electronics,416,416
1660,93,21,1/31/2023,3,Accessories,128,384
1661,621,22,2/16/2023,4,Accessories,44,176
1662,753,21,5/14/2023,4,Accessories,128,512
1663,867,44,4/18/2023,3,Electronics,194,582
1664,424,50,3/13/2023,4,Electronics,416,1664
1665,142,30,11/23/2023,3,Electronics,215,645
1666,291,39,4/18/2023,2,Accessories,135,270
1667,432,20,11/5/2023,2,Audio,10,20
1668,749,24,9/29/2023,4,Accessories,494,1976
1669,852,23,6/20/2023,2,Gaming,207,414
1670,824,7,4/26/2023,2,Electronics,399,798
1671,689,9,11/25/2023,2,Electronics,260,520
1672,653,1,3/15/2023,1,Electronics,129,129
1673,701,26,9/13/2023,2,Accessories,68,136
1674,998,38,3/22/2023,1,Gaming,308,308
1675,49,38,9/25/2023,3,Gaming,308,924
1676,302,44,5/8/2023,3,Electronics,194,582
1677,881,22,11/22/2023,3,Accessories,44,132
1678,190,44,8/23/2023,3,Electronics,194,582
1679,136,10,2/10/2023,3,Gaming,454,1362
1680,555,6,6/30/2023,2,Electronics,216,432
1681,404,17,6/6/2023,2,Audio,29,58
1682,892,50,2/28/2023,2,Electronics,416,832
1683,865,38,12/11/2023,3,Gaming,308,924
1684,602,24,9/6/2023,3,Accessories,494,1482
1685,807,10,7/11/2023,1,Gaming,454,454
1686,341,8,1/24/2023,4,Audio,117,468
1687,757,21,3/21/2023,2,Accessories,128,256
